Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2
27.0,Washington Wizards,24.4,25.0,57.0,25.0,57.0,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,0.337,0.194,0.5,,0.454,16.0,30.7,0.241,,0.486,14.9,69.5,0.214,,MCI Center,645363.0,15741.0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Chicago Bulls,26.8,23.0,59.0,23.0,59.0,-6.35,-0.33,-6.69,96.6,103.4,-6.8,92.2,0.272,0.186,0.486,,0.446,14.9,28.1,0.197,,0.469,14.1,71.4,0.253,,United Center,809177.0,19736.0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Orlando Magic,25.8,21.0,61.0,22.0,60.0,-7.02,-0.23,-7.25,102.7,110.4,-7.7,90.8,0.296,0.184,0.504,,0.461,12.8,28.1,0.218,,0.502,12.7,68.7,0.214,,TD Waterhouse Centre,589144.0,14369.0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,27.2,,,41.0,41.0,0.0,0.0,0.0,102.9,102.9,,90.1,0.303,0.187,0.516,,0.471,14.2,28.6,0.228,,0.471,14.2,71.4,0.228,,,699041.0,17046.0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Dallas Mavericks*,28.1,60.0,22.0,62.0,20.0,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,,0.498,10.9,25.4,0.213,,0.473,14.8,70.9,0.221,,American Airlines Center,816429.0,19913.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Sacramento Kings*,28.3,59.0,23.0,59.0,23.0,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,,0.499,13.3,25.6,0.196,,0.446,13.6,70.6,0.204,,ARCO Arena (II),709997.0,17317.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,San Antonio Spurs*,28.4,60.0,22.0,57.0,25.0,5.41,0.23,5.65,105.6,99.7,5.9,90.0,0.348,0.202,0.541,,0.497,15.1,28.8,0.253,,0.453,14.2,71.3,0.199,,SBC Center,735970.0,17950.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,New Jersey Nets*,27.3,49.0,33.0,56.0,26.0,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,,0.468,13.8,28.7,0.252,,0.46,15.7,73.1,0.225,,Continental Airlines Arena,622574.0,15185.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Detroit Pistons*,29.0,50.0,32.0,52.0,30.0,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,,0.473,13.3,25.9,0.248,,0.461,13.9,74.0,0.225,,The Palace of Auburn Hills,839278.0,20470.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Indiana Pacers*,25.9,48.0,34.0,51.0,31.0,3.49,-0.7,2.79,104.6,100.8,3.8,91.6,0.344,0.169,0.522,,0.469,13.7,29.0,0.263,,0.458,14.3,72.3,0.228,,Conseco Fieldhouse,670461.0,16353.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Portland Trail Blazers*,29.2,50.0,32.0,49.0,33.0,2.61,0.36,2.97,105.5,102.6,2.9,89.4,0.3,0.177,0.531,,0.489,14.5,30.2,0.223,,0.483,14.9,72.3,0.194,,Rose Garden Arena,796258.0,19421.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Utah Jazz*,30.9,47.0,35.0,48.0,34.0,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,,0.486,16.0,32.5,0.283,,0.468,15.2,70.2,0.256,,Delta Center,786034.0,19172.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Los Angeles Lakers*,28.1,50.0,32.0,48.0,34.0,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.199,0.528,,0.486,13.3,30.2,0.228,,0.477,13.4,72.7,0.241,,STAPLES Center,777888.0,18973.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Philadelphia 76ers*,28.3,48.0,34.0,48.0,34.0,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.339,0.119,0.52,,0.466,13.7,30.3,0.263,,0.488,16.2,72.7,0.243,,First Union Center,807097.0,19685.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Minnesota Timberwolves*,28.2,51.0,31.0,47.0,35.0,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,,0.488,12.9,28.2,0.206,,0.472,12.7,72.9,0.203,,Target Center,643684.0,15700.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,New Orleans Hornets*,29.1,47.0,35.0,47.0,35.0,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,,0.465,13.9,31.7,0.219,,0.464,14.0,73.1,0.226,,New Orleans Arena,641683.0,15651.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Houston Rockets,25.9,43.0,39.0,46.0,36.0,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,,0.474,14.8,30.3,0.243,,0.462,12.6,72.4,0.209,,Compaq Center,565166.0,13785.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Phoenix Suns*,25.2,44.0,38.0,44.0,38.0,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,,0.473,13.7,29.7,0.211,,0.47,14.8,70.3,0.222,,America West Arena,666559.0,16258.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Orlando Magic*,26.9,42.0,40.0,41.0,41.0,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,,0.478,13.3,27.0,0.239,,0.486,15.1,71.1,0.25,,TD Waterhouse Centre,605901.0,14778.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Milwaukee Bucks*,29.3,42.0,40.0,42.0,40.0,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,,0.5,12.2,25.6,0.222,,0.494,13.5,69.9,0.237,,Bradley Center,665966.0,16243.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Seattle SuperSonics,26.9,40.0,42.0,41.0,41.0,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,,0.472,12.8,28.1,0.201,,0.484,14.3,71.8,0.21,,KeyArena at Seattle Center,637194.0,15541.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Boston Celtics*,26.9,44.0,38.0,40.0,42.0,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,,0.47,13.4,23.6,0.227,,0.471,15.1,72.5,0.242,,FleetCenter,709049.0,17294.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Washington Wizards,28.4,37.0,45.0,38.0,44.0,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,,0.46,13.0,27.3,0.253,,0.477,13.8,71.6,0.212,,MCI Center,827093.0,20173.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Golden State Warriors,24.4,38.0,44.0,38.0,44.0,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,,0.472,13.9,35.0,0.267,,0.482,12.2,67.9,0.22,,The Arena in Oakland,634935.0,15486.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,New York Knicks,30.2,37.0,45.0,37.0,45.0,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.241,0.235,0.528,,0.486,13.4,24.4,0.196,,0.485,13.7,71.8,0.261,,Madison Square Garden (IV),779479.0,19012.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Memphis Grizzlies,24.9,28.0,54.0,32.0,50.0,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.287,0.19,0.526,,0.487,14.2,27.0,0.212,,0.491,13.4,68.7,0.197,,Pyramid Arena,611322.0,14910.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Atlanta Hawks,27.2,35.0,47.0,31.0,51.0,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.313,0.177,0.527,,0.476,15.7,27.9,0.248,,0.469,12.1,70.4,0.222,,Philips Arena,528655.0,12894.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Los Angeles Clippers,25.3,27.0,55.0,29.0,53.0,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,,0.467,14.8,29.1,0.252,,0.481,13.1,70.2,0.222,,STAPLES Center,706471.0,17231.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Chicago Bulls,25.2,30.0,52.0,27.0,55.0,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.148,0.512,,0.471,15.4,27.7,0.217,,0.47,13.3,69.5,0.263,,United Center,804309.0,19617.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Miami Heat,26.5,25.0,57.0,25.0,57.0,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.259,0.169,0.483,,0.439,13.8,26.8,0.198,,0.47,14.1,73.9,0.257,,AmericanAirlines Arena,628242.0,15323.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Toronto Raptors,27.6,24.0,58.0,24.0,58.0,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.497,,0.458,13.6,28.2,0.203,,0.489,13.1,70.7,0.226,,Air Canada Centre,777507.0,18964.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Denver Nuggets,24.1,17.0,65.0,17.0,65.0,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.283,0.126,0.469,,0.428,17.1,31.3,0.198,,0.477,16.5,73.3,0.29,,Pepsi Center,607813.0,14825.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Cleveland Cavaliers,23.5,17.0,65.0,16.0,66.0,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.298,0.133,0.491,,0.444,16.4,31.0,0.223,,0.484,13.0,73.2,0.252,,Gund Arena,471374.0,11497.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,27.2,,,41.0,41.0,0.0,0.0,0.0,103.6,103.6,,91.0,0.302,0.182,0.519,,0.474,14.0,28.5,0.229,,0.474,14.0,71.5,0.229,,,692220.0,16883.0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,San Antonio Spurs*,30.3,67.0,15.0,67.0,15.0,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.246,0.223,0.564,,0.526,12.4,23.0,0.197,,0.477,14.1,79.1,0.182,,AT&T Center,756445.0,18450.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Golden State Warriors*,27.4,73.0,9.0,65.0,17.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,,0.563,13.5,23.5,0.191,,0.479,12.6,76.0,0.208,,Oracle Arena,803436.0,19596.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Oklahoma City Thunder*,25.8,55.0,27.0,59.0,23.0,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,,0.524,14.0,31.1,0.228,,0.484,11.7,76.0,0.205,,Chesapeake Energy Arena,746323.0,18203.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Cleveland Cavaliers*,28.1,57.0,25.0,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,,0.524,12.7,25.1,0.194,,0.496,12.6,78.5,0.205,,Quicken Loans Arena,843042.0,20562.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Toronto Raptors*,26.3,56.0,26.0,53.0,29.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,,0.504,12.3,24.6,0.255,,0.498,12.7,77.7,0.201,,Air Canada Centre,812863.0,19826.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Los Angeles Clippers*,29.7,53.0,29.0,53.0,29.0,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,,0.524,12.1,20.1,0.22,,0.48,13.8,73.8,0.222,,STAPLES Center,786910.0,19193.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Atlanta Hawks*,28.2,48.0,34.0,51.0,31.0,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,,0.516,13.8,19.1,0.185,,0.48,14.4,74.6,0.194,,Philips Arena,690150.0,16833.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Boston Celtics*,25.2,48.0,34.0,50.0,32.0,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,,0.488,12.1,25.1,0.208,,0.487,14.6,74.6,0.231,,TD Garden,749076.0,18270.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Charlotte Hornets*,26.0,48.0,34.0,49.0,33.0,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,,0.502,11.7,20.0,0.222,,0.496,12.5,79.8,0.191,,Time Warner Cable Arena,716894.0,17485.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Utah Jazz,24.2,40.0,42.0,46.0,36.0,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,,0.501,14.2,25.9,0.213,,0.495,13.5,77.7,0.21,,Vivint Smart Home Arena,791489.0,19305.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Miami Heat*,28.4,48.0,34.0,46.0,36.0,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,,0.508,13.3,23.8,0.21,,0.485,12.1,77.8,0.196,,AmericanAirlines Arena,809350.0,19740.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Indiana Pacers*,26.9,45.0,37.0,46.0,36.0,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,,0.497,13.5,23.4,0.205,,0.489,14.3,76.0,0.205,,Bankers Life Fieldhouse,690733.0,16847.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Portland Trail Blazers*,24.3,44.0,38.0,43.0,39.0,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,,0.511,13.2,25.9,0.202,,0.503,12.1,76.2,0.225,,Moda Center,794085.0,19368.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Detroit Pistons*,25.0,44.0,38.0,43.0,39.0,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,,0.491,12.2,27.0,0.197,,0.504,12.5,79.3,0.196,,The Palace of Auburn Hills,677138.0,16516.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Houston Rockets*,27.8,41.0,41.0,42.0,40.0,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,,0.516,14.2,25.7,0.244,,0.516,14.7,72.8,0.219,,Toyota Center,737244.0,17982.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Dallas Mavericks*,30.3,42.0,40.0,40.0,42.0,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,,0.502,12.0,20.6,0.211,,0.504,12.8,76.2,0.198,,American Airlines Center,825901.0,20144.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Washington Wizards,27.3,41.0,41.0,40.0,42.0,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,,0.511,13.1,20.6,0.192,,0.515,14.6,77.7,0.218,,Verizon Center,725426.0,17693.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Chicago Bulls,27.6,42.0,40.0,37.0,45.0,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,,0.487,12.6,24.5,0.189,,0.485,10.7,74.9,0.182,,United Center,894659.0,21821.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Orlando Magic,23.9,35.0,47.0,36.0,46.0,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,,0.5,12.8,23.1,0.175,,0.513,13.8,76.5,0.215,,Amway Center,719275.0,17515.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Sacramento Kings,26.6,33.0,49.0,34.0,48.0,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,,0.51,14.2,23.9,0.214,,0.521,14.0,74.9,0.202,,Sleep Train Arena,707526.0,17222.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Memphis Grizzlies*,30.5,42.0,40.0,35.0,47.0,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,,0.477,12.3,25.3,0.231,,0.518,15.2,75.1,0.251,,FedEx Forum,701894.0,17119.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,New York Knicks,27.2,32.0,50.0,33.0,49.0,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,,0.483,12.6,23.7,0.205,,0.487,10.5,75.8,0.204,,Madison Square Garden (IV),812292.0,19812.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Denver Nuggets,24.7,33.0,49.0,33.0,49.0,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,,0.489,13.2,25.8,0.216,,0.515,12.6,77.3,0.216,,Pepsi Center,577898.0,14095.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Minnesota Timberwolves,24.6,29.0,53.0,31.0,51.0,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,,0.498,13.9,24.3,0.263,,0.524,13.6,74.7,0.2,,Target Center,581178.0,14175.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,New Orleans Pelicans,26.6,30.0,52.0,31.0,51.0,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,,0.498,12.3,21.2,0.201,,0.523,12.7,78.8,0.225,,Smoothie King Center,688549.0,16794.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Milwaukee Bucks,23.5,33.0,49.0,29.0,53.0,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,,0.499,14.2,24.9,0.207,,0.51,14.2,73.1,0.221,,BMO Harris Bradley Center,621808.0,15166.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Phoenix Suns,26.0,23.0,59.0,24.0,58.0,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,,0.487,15.2,25.4,0.204,,0.523,13.5,77.1,0.237,,Talking Stick Resort Arena,701405.0,17107.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Brooklyn Nets,26.9,21.0,61.0,22.0,60.0,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,,0.492,13.6,24.1,0.186,,0.534,13.1,75.7,0.176,,Barclays Center,620142.0,15125.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Los Angeles Lakers,26.5,17.0,65.0,17.0,65.0,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,,0.46,12.5,23.1,0.228,,0.523,11.6,74.7,0.202,,STAPLES Center,778877.0,18997.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Philadelphia 76ers,23.3,10.0,72.0,16.0,66.0,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,,0.487,14.8,20.6,0.186,,0.51,13.5,74.0,0.24,,Wells Fargo Center,614650.0,14991.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.8,,,41.0,41.0,0.0,0.0,0.0,106.4,106.4,,95.8,0.276,0.285,0.541,,0.502,13.2,23.8,0.209,,0.502,13.2,76.2,0.209,,,732555.0,17866.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Miami Heat*,29.0,58.0,24.0,61.0,21.0,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,,0.524,13.5,25.2,0.279,,0.475,12.6,75.5,0.223,,AmericanAirlines Arena,810930.0,19779.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Chicago Bulls*,26.4,62.0,20.0,61.0,21.0,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,,0.501,13.5,29.4,0.227,,0.463,13.6,76.2,0.222,,United Center,893462.0,21792.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Los Angeles Lakers*,30.2,57.0,25.0,58.0,24.0,6.11,-0.1,6.01,111.0,104.3,6.7,90.7,0.293,0.22,0.545,,0.502,12.3,29.2,0.228,,0.477,12.8,72.3,0.181,,STAPLES Center,778877.0,18997.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,San Antonio Spurs*,28.8,61.0,21.0,56.0,26.0,5.71,0.16,5.86,111.8,105.6,6.2,92.3,0.299,0.261,0.567,,0.527,12.8,24.9,0.229,,0.491,12.6,74.6,0.19,,AT&T Center,750879.0,18314.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Boston Celtics*,29.5,56.0,26.0,57.0,25.0,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,,0.519,14.5,21.1,0.235,,0.469,14.8,74.7,0.235,,TD Garden,763584.0,18624.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Orlando Magic*,27.6,52.0,30.0,56.0,26.0,5.46,-0.54,4.92,107.9,102.0,5.9,91.2,0.328,0.328,0.554,,0.521,14.3,26.1,0.227,,0.475,13.3,76.9,0.219,,Amway Center,777852.0,18972.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Denver Nuggets*,27.3,50.0,32.0,54.0,28.0,4.76,0.05,4.81,112.3,107.3,5.0,95.6,0.367,0.258,0.574,,0.526,13.1,23.9,0.281,,0.5,12.7,75.4,0.224,,Pepsi Center,696568.0,16989.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Dallas Mavericks*,30.9,57.0,25.0,53.0,29.0,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,,0.525,13.6,24.1,0.222,,0.488,13.0,74.8,0.206,,American Airlines Center,824162.0,20102.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Oklahoma City Thunder*,23.7,55.0,27.0,51.0,31.0,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,,0.501,13.1,27.4,0.299,,0.493,12.9,73.6,0.228,,Chesapeake Energy Arena,744068.0,18148.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Memphis Grizzlies*,25.2,46.0,36.0,48.0,34.0,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,,0.493,13.0,28.9,0.218,,0.502,15.7,72.5,0.228,,FedEx Forum,600687.0,14651.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Houston Rockets,26.5,43.0,39.0,47.0,35.0,2.18,0.19,2.37,111.3,109.0,2.3,94.2,0.299,0.264,0.55,,0.503,12.3,27.4,0.239,,0.5,12.6,72.7,0.219,,Toyota Center,663839.0,16191.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Portland Trail Blazers*,26.7,48.0,34.0,46.0,36.0,1.52,0.32,1.85,108.8,107.1,1.7,87.9,0.278,0.228,0.533,,0.486,12.6,29.5,0.224,,0.51,15.4,72.0,0.231,,Rose Garden Arena,840924.0,20510.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Philadelphia 76ers*,24.7,41.0,41.0,45.0,37.0,1.5,-0.5,1.01,106.6,105.0,1.6,91.7,0.273,0.184,0.535,,0.494,12.3,24.6,0.21,,0.487,13.5,74.5,0.231,,Wells Fargo Center,604823.0,14752.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,New Orleans Hornets*,26.3,46.0,36.0,44.0,38.0,0.89,0.39,1.28,106.2,105.2,1.0,88.7,0.296,0.192,0.537,,0.493,12.8,25.1,0.226,,0.501,14.4,76.2,0.22,,New Orleans Arena,603088.0,14709.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,New York Knicks*,25.3,42.0,40.0,43.0,39.0,0.78,-0.3,0.48,110.9,110.1,0.8,95.6,0.304,0.303,0.561,,0.513,12.6,24.2,0.246,,0.511,13.8,71.9,0.24,,Madison Square Garden (IV),808879.0,19729.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Milwaukee Bucks,26.7,35.0,47.0,38.0,44.0,-0.84,-0.17,-1.02,101.6,102.5,-0.9,89.8,0.287,0.216,0.511,,0.467,13.0,24.7,0.217,,0.481,14.7,74.8,0.236,,Bradley Center,631912.0,15412.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Phoenix Suns,29.6,40.0,42.0,39.0,43.0,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,0.283,0.271,0.559,,0.522,13.2,23.7,0.215,,0.513,13.1,71.6,0.211,,US Airways Center,720249.0,17567.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
